Anna, 2008172024, /hi 
Anna, 2008172024, /value 
Anna, 2008172024, /value 
Anna, 2008172024, /hi 
Anna, 2008172024, /value 
Anna, 2008172024, /hi 
Anna, 2008172024, /valueX 
Anna, 2008172024, /x 
Anna, 2008172024, /y 
Anna, 2008172024, /x 
Anna, 2008172024, /hi 
Anna, 2008172024, /x 
Anna, 2008172024, /menu 
Anna, 2008172024, /sum 
Anna, 2008172024, /sum 
Anna, 2008172024, /sum 
Anna, 2008172024, /help 
Anna, 2008172024, /sum 
Anna, 2008172024, /sub 
Anna, 2008172024, /div 
Anna, 2008172024, /prod 
Anna, 2008172024, /hi 
Anna, 2008172024, /sum 
Anna, 2008172024, /sum 56 23 
Anna, 2008172024, /sub 522 33 
Anna, 2008172024, /hi 
Anna, 2008172024, /help 
Anna, 2008172024, /sum 85 23 
